Text	Category
CCG 600 LOU ESC	cosmeticos
ROUGE DIOR 080 RED SMILE TESTE	cosmeticos
1231286 ST ESMALTE EXOTICA	cosmeticos
PROTETOR LABIAL LABY TRADICIOANAL FPS15 4 5G	cosmeticos
Kit Madeira Do Oriente	cosmeticos
OLEO DE ARGAN 45 ML	cosmeticos
SHAMPOO TIO NACHO ANTIQUEDA CLAREADOR 415ML	cosmeticos
LOCYCARE GEL UNHAS 15G	cosmeticos
SH FRUCTIS 400ML OLEO REP. 3 OLEOS UN0001UN	cosmeticos
ESMALTE ELIANA106 SL CREMOSO - MALVA	cosmeticos
ZEGNA FORTE 100ML TESTER	cosmeticos
IMEDIA 2111 PRET POD	cosmeticos
FERRARI SCUDERIA CLUB EDT MINIATURA 4ML	cosmeticos
LOC SATTIVA HIDRADERM P/ CORPO 180 GR	cosmeticos
ESM KOLT SB D CHR AUR BOREAL 08 ML 6X1	cosmeticos
Tinta Superia Color 3366 Verm. Framboesa Amend UN	cosmeticos
HENNA CASTANHO ESCURO 2,5G EXPRESSAO FACIAL	cosmeticos
KIT ECON COR&TON 2.0 PRETO	cosmeticos
ABS DIANA FASHION C/30XL16 P14	cosmeticos
1149180 ST BASE LIQ BEGE CLARO	cosmeticos
Locao Facial Agua Nova 100 Ml Mentolada Bozzano UN	cosmeticos
PROM FR SH LIS Q+NUT 67 CHOCOLATE	cosmeticos
SHAMPOO POS SELAGEM CADIVEU:250ml	cosmeticos
MAVALA SCIENTIFIQUE 5ML - 9090008	cosmeticos
TEST AQUA EYES 1,2G 19L	cosmeticos
KIT DE MANICURE SET 3PCS EM CX C 240PCS ID-591B	cosmeticos
ENRICH CONDICIONADOR 200ML	cosmeticos
BICO MAMAD. C/2 PUR PRO FLUXO MEDIO FASE 2	cosmeticos
ESTOJO DEO COLONIA FIORUCCI FANTASY 100ML + S	cosmeticos
MAMADEIRA MAGIA SL 240ML AZUL BICO REDONDO	cosmeticos
PRO - ESMALTE NANO N. 40 INCOLOR	cosmeticos
RG FLEUR DOSMANTHUS SABONETE TRIO 3X100G	cosmeticos
- REF.: (39836500000) - AGUA DE COLONIA 50ML + 10ML - ES PARFUM - ELIE SAAB LE PARFUM EAU DE TOILETTE	cosmeticos
DESOD AD AER CORP DYNAMIC PULSE 150 ML	cosmeticos
CREME P/CAB KANECHOMN 1KG MANT.KARITE*	cosmeticos
HID LAB MAYBELLINE BABYLIPS HYDRA	cosmeticos
LOREAL REVITALIFT TOTAL REPAIR 10 SERUM 30ML	cosmeticos
OXYDERME ESCULTURE-50 ML	cosmeticos
HELLO KITT GEL GLITT	cosmeticos
ORALB CR PLUS M O 90G	cosmeticos
ESMALTE AM VINHO CINTILA-044 ALFAPARF 1X3 UN	cosmeticos
BITUFO ED COCORICO 1 DENTINHO	cosmeticos
CR SEDA 300ML S.O.S KERAFORC PENT UN0001UN	cosmeticos
PO DESCOLORANTE AMETISTA 50 G . DP-0012-UN	cosmeticos
158 2-ENDED SCULT BRUSH TEST	cosmeticos
ALISANTE MEYBER 80G 12X1	cosmeticos
MOVE IT SHAMPOO 1000ML	cosmeticos
ESC DENT OB PS PRO-FLEX L2P1	cosmeticos
DESCOL BLONDOR CAM KIT	cosmeticos
BB CREAM CAPILAR 120G -L.201505035	cosmeticos
KERATIN PROGRESS COND. MASCARA RECONSTRUTORA 500ML	cosmeticos
SHAMPOO NEUTRO 2L FOLHA NATIVA 1X2000 ML	cosmeticos
NORMADERM SABONETE 80G	cosmeticos
PV ADDICT EXTREME CHERIE BOW	cosmeticos
SOLUC B COLGATE PLAX 250ML ICE(E)	cosmeticos
CR BARB GILLETTE P SENSIVEL65G 8585	cosmeticos
CONDICIONADOR JOHNSON JOHNSON CRESCIDINHOS CABELOS LISOS 2	cosmeticos
CERA HIDRO MEL 400G	cosmeticos
ALLU PO DES REFIL AZUL 300G	cosmeticos
Tonico Facial Skin Clear	cosmeticos
SANIFIL PFIO C/50	cosmeticos
CR BARBA GIL ALOE HIDRATANTE 65G	cosmeticos
LENCO UM.PAMPERS SENS.56UN+FRA	cosmeticos
Creme P Massagem Corporal 680 g Extrato De Algas Soft Hair UN	cosmeticos
CR NOVEX 1KG 15 EM 1 MIS.ORIENTE 4401 UN0001UN	cosmeticos
BI-O AERO ENERGY MASC LOCAL	cosmeticos
RETOK LEGS SPRAY TRANSLUCIDO 160ML/100G	cosmeticos
ED.ORAL B PROSAUD. MAC 40	cosmeticos
OLEO DE LAVANDA (BRILHO E MACIEZ) - 120 ML	cosmeticos
ESM. REVLON CREME 731 KNOCKOUT 14.7ML	cosmeticos
Esmalte Phenomena Borealis Hits UN	cosmeticos
SAB.AGUA IRIS PHEBO 500ML CX6	cosmeticos
LRP ANTHELIOS UNIFIANT MOUSSE C/COR FPS50	cosmeticos
PRO - LAPIS CARBON N. 04 BRANCO	cosmeticos
BRINDE KIT LP NIGHT DELUXE1H13 60ML/50ML/15ML	cosmeticos
ESM. NANOVITALY 3 FREE NUDE ROSE	cosmeticos
DESOD CORP ATLANTICA TROPICALIA CO/BANA PETCR 30ML TPA ETQ	cosmeticos
Bbcream Capilar 1 Un Rejuvene-7 Pantene UN	cosmeticos
SAB FRANCIS CLASSIC 90G ROSA (12 UN)	cosmeticos
TESTER - EGO - EDT - 100 ML	cosmeticos
Base Liq. 30 ml N03 Vult UN	cosmeticos
SH.PANTENE LISO E SEDOSO 2X1 20	cosmeticos
SALVADOR DALI DALIA EDT 30 ML	cosmeticos
PROVADOR PO COMPACTO N. 7.0	cosmeticos
Tinta Keraton Creme 50 g 1.0 Preto Kert UN	cosmeticos
TINTA COLOR 7.43	cosmeticos
BATOM VULT COR 55/CR/	cosmeticos
ESM PEROL SAFIRA 419 7,5 ML/CR/	cosmeticos
POMADA CHARMING MODELADORA BLACK 50G	cosmeticos
PF CO FRUCTIS STOP QUEDA 200ML UN/0001/UN	cosmeticos
PANO UMED MULTIUSO CARREF CITRUS 12X20	cosmeticos
DESODORANTE ROLL-ON PELE SENSIVEL REGULATEUR - 55ML	cosmeticos
PO COMPACTO HD - COR MEDIA Tot. Tributos R$ 2,93 Federal R$ 2,05 Estadual	cosmeticos
NEEDS MINI PIR C/10	cosmeticos
Condicionador D´Amazônia 300 ML	cosmeticos
Creme Hidr.Sebo de Carneiro 110gr Natti vida	cosmeticos
SLC RIGEN SHAMPOO 5 LITROS BRA	cosmeticos
ESMALTE SPRAY NEEZ AZUL ESCURO PEROL 40G	cosmeticos
L ABSOLU NU 202 T	cosmeticos
TINT COR TON 125GR 6.7CHOC+OX(E)	cosmeticos
POUDRE MAJEUR EXC.COMP 03	cosmeticos
SH.NIELY G.ARGAN P.QUIM.300ML	cosmeticos
TEST LES VOILETTES P LIBRE 4	cosmeticos
2978920 ST RIMEL CURVE INCOL	cosmeticos
SHAMPOO FRUCTIS FRESCOR VITAMINADO 400ML	cosmeticos
FOREVER ALLURING EYES	cosmeticos
ESM COL BL URBAN ABSINTO	cosmeticos
BARUEL SH FROZEN 230ML	cosmeticos
UOMINI BLACK ANTITRANSPIR AEROSOL 75g V2	cosmeticos
0562408 ST SHAMPOO ARGAN	cosmeticos
BITUFO 16720 KIT ORTODONTICO CILINDRICO	cosmeticos
BITUFO ED LIMPA PROTESE	cosmeticos
TOPZ SAB. LIQ. INTIMO 200ml CAIXA C/12 (47001)	cosmeticos
TST DEO COL EVERLAST ROUND1H16 50ML	cosmeticos
TST SOMBRA DEN. ROSA CLARO2H13 UN	cosmeticos
VARICELL CREME PARA DIABTICO 300 G	cosmeticos
DREAM BLUSH TO PEA C/3	cosmeticos
SEDA CD COLOR VITAL350	cosmeticos
REPOSITOR DE MASSA PRO BLINDAGEM 500 ML	cosmeticos
"Creme Hidratante Facial Soft&amp;Clean 50 g Pele Normal e Seca Elke UN"	cosmeticos
PERFUME 212 VIP 100 ML	cosmeticos
KIT MONSTER HIGH ESM CREM 5X9ML	cosmeticos
SHAMPOO INFANTIL PRINCESAS DO MAR TODOS CABELOS 200ML	cosmeticos
TROFIS GEL HIDRATANTE 30G	cosmeticos
- REF.: (65321103000) - MINIATURA AGUA DE COLONIA 15ML - CKIN2U HER - CKIN2U HER EAU DE TOILETTE SPRAY	cosmeticos
Meus Cachos Intensos CPP 500mL	cosmeticos
Folhas Prontas Facial 10 Pares Manteiga De Oliva Depil San UN	cosmeticos
Esmalte Glitter 8 ml 295 Prata Dote UN	cosmeticos
FIO DENTAL JOHNSON JOHNSON ESSENCIAL MINT 100MT	cosmeticos
CR SKALA TRAT MASC ARGILA SOS 1-KG	cosmeticos
CR. DESO. MASS. 1 KG ESFOL. MURU MURU	cosmeticos
PROVADOR DEO COL 30ML BK	cosmeticos
ESMALTE T. BEAUTY CR. 06C-JAUNE 8ML	cosmeticos
Desodorante RollOn 60 Ml Refrescante Monange UN	cosmeticos
COND FRUCTIS NUTRICAO VITAM 200ML	cosmeticos
COCO NOIR EDP 100ML TESTER - 13663	cosmeticos
CR DENTAL COLGATE TRIPLA ACAO MENTA SUAVE 12X90G FBR13210C	cosmeticos
DES.PERF.BIOCARE PATCH 300ML	cosmeticos
Tinta Kit 150 Ml 12.00 Louro Platino Alta Moda UN	cosmeticos
Mamadeira NUK Decorada 240 ml S2 - Girls | Lotes: 5032| GTIN: 7896098804506	cosmeticos
KIT G DOURADA PREM SHCD CRYSTALTON	cosmeticos
DERMOPES - TALCO ANTISSEPTICO PARA OS PES 100 g	cosmeticos
COVER BLOCK FPS50 - COR G ** 8G -L.201403004	cosmeticos
Creme P Rachaduras Dos Pes 150 g Hidratouch Muriel UN	cosmeticos
BIO EXTRATUS OLEO CAPILAR TUTANO VITA E 100ML	cosmeticos
Leite P Pentear 150 ml Reconst Capilar Skafe CX	cosmeticos
7FOR VERO K-PAK COBRE FOGO74ML	cosmeticos
DESOD DOVE DEO ROLL-ON PURE 1X50ML R954735	cosmeticos
KIT TOUCADORPARA VIAGEM	cosmeticos
ESM.RISQUE NAT.MARITIMA 6X1 CX0006UN	cosmeticos
CONDUTOR DENTAL HILLO COM 25 UNDIDADES	cosmeticos
GLOSS LABIAL NEW EXCELENCE - N	cosmeticos
EOC CUBE 7.53 60ML	cosmeticos
Esmalte Cremoso 10 Ml Borboleta Anita UN	cosmeticos
CORTADOR DE UNHA P DOURADO LUXO 127	cosmeticos
DES HID CORP ORQUIDEAS KN 350ML	cosmeticos
KIT COSTURA 18,7X26CM	cosmeticos
BATOM MATTE COR 09/CR/	cosmeticos
COND FRUCTIS NORMAL 400ML	cosmeticos
NANOAGE ACTIVE ANTI RUGAS FACIAL 30G	cosmeticos
505 ESMALTE MOHDA BL TRAT.FINALIZADOR	cosmeticos
5378710 ST ESM BLUE JADE	cosmeticos
HIDRO HEALTH HA FRASCO 500 ML	cosmeticos
PRADA CANDY BODY LOT 75ML TK	cosmeticos
CONDICIONADOR TRESEMME RECONSTRUCAO E FORCA 400ML	cosmeticos
HIDRACOLOR6.00 LOURO ESCURO	cosmeticos
BATON PRINCIER RED 4G	cosmeticos
RED NOESE-SHAMPOO / CABELOS NORMAL- 035SH	cosmeticos
CRD ORAL B P.SAUDE MENTA SUAVE 150G	cosmeticos
1610 - SABONETE LIQUIDO GIGLIO DI SARDEGNA - 300 ML	cosmeticos
SH SEDA LISO EXTREMO 325ML	cosmeticos
CATWALK CLQ STRONG MOUSSE 200 ML	cosmeticos
COND ELSEVE 400ML HIDRA MAX COLAGENO(E)	cosmeticos
Creme P Pentear Acqua Kids 250 Ml Cond. Liss Nazca CX	cosmeticos
BBOAT LC BABY FPS 50	cosmeticos
MINI COLOR PISTACHIO - 9091183	cosmeticos
AGULHA 30X7 C/100	cosmeticos
ESM PRETA GIL 5 FREE NOSSO VICIO 9ML LT PG 619	cosmeticos
HIDRATANTE NIVEA PARA BANHO SOFT MILK:250ml	cosmeticos
COLOR PERFECT 66/46	cosmeticos
COND TRA LA LA KIDS NUTRIKIDS MUSICAL 12X480ML	cosmeticos
FEERIE EDP 100ML	cosmeticos
FD PAMPERS PREM CARE PACOTAO M24	cosmeticos
Ampola Restaurador P Cabelos 2x15 Ml Power Repair Alta Moda UN	cosmeticos
PT BRANCO 22X20X1000 2D ECO FLORAX - 197	cosmeticos
GEL S CAMPO FIX AZUL 500 GR	cosmeticos
LOCAO DOVE NUTR TOQ LEVE 1X200ML R956441	cosmeticos
Novex Oleo de Coco CrTratCond1kg	cosmeticos
006 ESMALTE MOHDA BL CREMOSO TOMATE	cosmeticos
TINTURA DESIGNER COLOR SEMIPERMANENTE 6.66 60ML	cosmeticos
SH H-S 3 EM 1 400ML UN/0001	cosmeticos
LENCOS UMED.PAMPERS C/56 PACK SENSITIVE- 544094	cosmeticos
TINT IMEDIA EXCEL 6.7 CHOCOLATE PURO	cosmeticos
EDP ROLLERBALL MJ DOT 10 ML	cosmeticos
FIO DENTAL COLGATE MENTA6X50M FBR18302A	cosmeticos
KIT SOFTE (CLAREADOR+MANTENEDOR)	cosmeticos
PROV. LAPISEIRA LABIOS- AVELA 01	cosmeticos
REFIL CERA CORP VERDE 100G	cosmeticos
DS DOVE MEN+CARE 150ML AERO SILVER CONTROL	cosmeticos
NIVEA SUN INTENSE E BRONZE FPS 6 125ML	cosmeticos
GEL FIX NYLOOK POTE AZUL 250GR	cosmeticos
HYDRASS CORPORAL 250G NATUPELE	cosmeticos
SUBLIME OIL ARGAN CALAMO MIRRA AMEND 1X90ML AMEND 1X90ML	cosmeticos
DES REXONA ROLL MEN INVIS 50ML	cosmeticos
BBOAT POS ALOE 470ML	cosmeticos
BASE LOREAL BB CREAM FPS20 CL 50ML	cosmeticos
Condicionador 400 Ml Cahos Perfeitos Tresemme UN	cosmeticos
TINT KOLESTON 71 L.CINZ MEDI	cosmeticos
NLY P AFR UMID CACH 200MLCAB CACHE	cosmeticos
0159247 ST DUO BASE MEDIA	cosmeticos
EDT MJ TROPICAL HIBISCUS VAPO 100 ML	cosmeticos
FRA.PAMP.SUPERSEC P C36 C6	cosmeticos
SHAMPOO PANTENE CONTR QUEDA 200MLX12IT	cosmeticos
RE VELVET 05 OLE FLAMINGO TEST	cosmeticos
ESMALTE COLORAMA MISTERIOSA TURQUIA AYA SOFIA 6X1RH0907300	cosmeticos
ESM BCOLOR HOLLYWOOD SILVER STONE	cosmeticos
RV BATOM LAP. COLORB.BALMADORE TESTER	cosmeticos
Kit SH + COND 400ml brilho extremo+B101	cosmeticos
HIPOGLOS AMENDOAS 40GLP:N	cosmeticos
ESC DENTAL ADULTA X POWERDENT MEDIA	cosmeticos
BOBS AK S/ CAPA N 01 R351 C/ 12 UN	cosmeticos
Reconstrutor Hair Complex 140 ml Queratina Kert UN	cosmeticos
6.11 - LOURO ESCURO CINZA NEUTRAL	cosmeticos
COL CR MARCIA 5.0 CAST CLARO 50G 6X1	cosmeticos
MAMADEIRA MINI FIONA LATEX 50ML VERDE | Lotes: 16107| GTIN: 7896033221054	cosmeticos
OMERTA FREE MYSTERIOUS EDP 100ML	cosmeticos
PURE MUP PO NAT C/3	cosmeticos
CR TRAT DOVE REC COMPLETA AMP3	cosmeticos
Body Hot 250ml/180g	cosmeticos
AMOST GR SACH RELAXANT NATURAL	cosmeticos
HIDRACOLOR5.52 CAST.CLARO ACAJU IRIZAD	cosmeticos
RISQUE ESM MET COCKER REG CL 8ML	cosmeticos
CA AMOR AMOR EDT 50ML	cosmeticos
TESTER 4 OMB.TISSE CAMELIA 202 / 2G - 64202	cosmeticos
SAB FRANCIS CLASSIC 90G AMARELO (108 UN)	cosmeticos
PERFUME YSL L OMME SPORT EDT 100ML	cosmeticos
SOL BUC CEPACOL TEEN 250ML	cosmeticos
Aplicadores De Cosmeticos Pote 30 Un Ref. 8257 Marco Boni UN	cosmeticos
FIRST ESMALTE EVER EM GEL SHIMMER 9ML GP14BR	cosmeticos
Promo Deo Number + Deo Ok (09-15) - Val. 11/2013	cosmeticos
OPUS MASC. HID. SALON TRAT 400G LISO PER	cosmeticos
1523384 ST DUO CAKE NATURAL	cosmeticos
Natucor Girassol 7.0 Coloracao unit	cosmeticos
MMD MINIFORM PRIMEIROS PASSOS LTX 50ML AZUL | Lotes: 15135| GTIN: 7896033221245	cosmeticos
EFFET SMOKY - GREY SHADOW	cosmeticos
EVER MATTE SPF 15 113 TEST	cosmeticos
SHAM POPDRAT PROF DESAMARELADOR 1-LT	cosmeticos
Esmalte Impala Cr.Buque	cosmeticos
MAM. BIG CLEAN 160ML SIL.RED.(10265)AZUL	cosmeticos
PAP TOALHA INTERF NOVO 4X250	cosmeticos
6058906 ST LAPIS COM ESFUMA PRET	cosmeticos
ESMALTE BRUNA MARQ CR LILIC	cosmeticos
TINTURA WELLA SOFT COLOR N 71	cosmeticos
SABONETE LIQ CREM HYDRATTA HIDRATACAO REFRESCANTE 12X250ML	cosmeticos
TESTER KIT KEVIN SPIRIT	cosmeticos
TINTURA NUTRISSE N 6646 FOGO L	cosmeticos
KOSTUME KOLOR5 60G	cosmeticos
0283240 ST BATOM PINK	cosmeticos
DAILUS BATOM POP 16 FELIZES PARA SEMPRE/CR/	cosmeticos
CORRETIVO LIQUIDO SELECT MOIST	cosmeticos
S.HE.CREMELOURO ESC AVERM 70ML	cosmeticos
EYE/S. REFILL 2.5G TEST D-206	cosmeticos
SONYA VOLUME SHAMPOO	cosmeticos
Condicionador Caviar e Perola Negra 300ml	cosmeticos
ESM BC GL TARRAXINHA CL COPA	cosmeticos
SABONETE KN BLUEBERRY 600 ML	cosmeticos
SHAMPOO BEBE ERVADOCE 250ML	cosmeticos
TINT KOLESTON KIT 5546 AMORA	cosmeticos
Vitta Bio Sal Band. Imersao 500g	cosmeticos
63735 - Final Tense Dose Agreste 15x1,5ml	cosmeticos
TINT A CAMPO LUM 1.0 PRETO 48 GOX	cosmeticos
LAPIDUS BLACK SOUL MASC 30ML	cosmeticos
SAB PROTEX 90G AVEIA (72 UN)	cosmeticos
PO COMPACTO TOQUE DE NATUREZA - 04	cosmeticos
BATOM DAILUS N. 86 PINK FLUOR	cosmeticos
PROV. BATOM METAL VULT 04 - PURPLE PUNK	cosmeticos
GORDURA DE RA COND. 500ML	cosmeticos
Terapia Cap. Condicionador 250ml	cosmeticos
SPECTR T FLUID TRANSL	cosmeticos
NLY NG CR PENTEAR 280G LISO PROLONG	cosmeticos
LOCAO HIDRATANTE J J MACIEZ PROLONGADA LEVE 400ML E PAGUE	cosmeticos
"""REF.:(902203) SACHE CONDICIONADOR HIDRATACAO PROFUNDA 20ML.-SENSCIENCE INNER RESTORE """" DEEP MOISTURIZIN"""	cosmeticos
GEL MASSAGEADOR C/ARNICA 240G GARBIN 549	cosmeticos
Essencia de Lima-Limao Pronto para Uso Spray 30ml Ubon - Lote: E062/14	cosmeticos
ESM RISQ TQ.PEN	cosmeticos
YSL OMBRES 5 LUMIERES 03	cosmeticos
SUNDOWN TODO DIA FPS 60 130ML	cosmeticos
CK ETERNITY MASC 100ML	cosmeticos
CP SEDA KERAFORCE ORIGINAL 300ML	cosmeticos
TONICO CAP GOTA D FORT TRADICIONAL 100ML UN/0001	cosmeticos
FRC CD ANTICASPA NORMAIS 200ML	cosmeticos
PERFUME 212 MEN NCY 100 ML	cosmeticos
IMEDIA EXC 10.1 LOU CLARIS ACZ	cosmeticos
POM POM TOALHA UMED CAMOMILA 16X50UN	cosmeticos
DS DOVE 169ML AERO ANTITRANSP ORIGINAL	cosmeticos
MELAGRIAO 30ML SPRAY	cosmeticos
SAB FRANCIS CLASS. J. DE NICE VRDE 90GR	cosmeticos
PI EDT 100ML	cosmeticos
1370-BATOM LIQUIDO MATTE BIO INOVE 3,5G03	cosmeticos
SHINE COLOURS - CORRETIVO NEUT	cosmeticos
OLEO DE ROSA MOSQUETA 30 ML	cosmeticos
ESTOJO LA VIDA + LA LUNA	cosmeticos
- REF.: (82438647) - KIT CONTENDO: AGUA DE COLONIA 100ML + BALSAMO APOS BARBA 75ML + GEL PARA BANHO 50ML - DG THE	cosmeticos
ESMALTE RISQUE NATURAL DUNA	cosmeticos
LIXAS APOLLO ANAT P/ PE PVC C/ 12 UN	cosmeticos
Esmalte Risque Cremoso 8 ml Bali Niasi CX	cosmeticos
PASTA 14065 STRIPE ON PRETA	cosmeticos
Mamadeira NUK FC Original 300ml S2 - Boys	cosmeticos
SAB HYDRATTA CREM HIDR INTENSIVA 90G	cosmeticos
COMPL.CAP.SILIC.REPAR.PONTAS 35ML	cosmeticos
TOALHA UMED PAMPERS FRESH CLEAN C/192	cosmeticos
N.VISAGE A.RUGAS Q10 SERUM 38G	cosmeticos
SCULTORE FINE 300ML	cosmeticos
J J BAB TOAL HR SON 48	cosmeticos
LOCAO LIPIKAR BAUME AP+ 75ML	cosmeticos
2387565 ST BATOM EMOCAO	cosmeticos
CREME HIDRAT. 25+ 30GR	cosmeticos
PROT SOL RED APPLE 125ML FPS20 (E)	cosmeticos
BANHO DE BEM ESTAR - CUPUACU E CASTANHA DO BRASIL	cosmeticos
SH OX PLANTS 240M DIAR	cosmeticos
CRHID MAOSPES ROSA MOSQUETA 110G LT. 04	cosmeticos
NATURAL LIFTING BASE LIQUIDA HD FPS15 (COR 2) 50G/70ML -L.201307012	cosmeticos
SH PLUII BR.BAU 300M	cosmeticos
LIFEBUOY 2SABGAL PINT	cosmeticos
PROV. BATOM 65	cosmeticos
ESMALTE FULL COLOR CROMO VERDE 9ML	cosmeticos
HIDR. E DES. MANTEIGA DE CACAU E UREIA 240GLote: 003 Vencimento: 01/02/2015	cosmeticos
LOCAO VULT DEMAQ OLHOS 100ML	cosmeticos
MASCARA CILIOS RX	cosmeticos
NUTRY SEBO DE CARNEIRO 230G	cosmeticos
OLEO CORPORAL SEXY GLAM, 200814	cosmeticos
ALIC CUTICULA MUNDIAL	cosmeticos
CRD COLGATE LUMINOUS WHITE BRILLIANT 70G	cosmeticos
ESMALTE THE FUSION BARAO VERMELHO 6,5ML	cosmeticos
Oleo De Argan 40 ml Oleo De Argan Haskell UN	cosmeticos
Deo Colonia Desodorante 1 L R30370 no. 10	cosmeticos
SHAM LORYS BABY PASSIFLORA 500 ML	cosmeticos
Sachet Modelador Defrisante 30 g Prot.Trigo e Silicon Niely UN	cosmeticos
DES GILLETTE ROLL-ON MEN SPORT TRIUMPH 50ML	cosmeticos
MINANCORA FACES 30ESPONJAS P-	cosmeticos
PROVADOR DUO DE SOMBRA ATTITTUDE	cosmeticos
BIO HALITZ6 MLVlr.Aprox.Tributos: .21	cosmeticos
P38 - P88 PINCEL SOFT SENSATIONS	cosmeticos
FIO DTL JJ REACH MENTA 50M 50214	cosmeticos
PF TINT MAXTON KIT PRAT 12.1 LOUR EXT CL UN/0001/UN	cosmeticos
SELECT SHEER/PRESSED NC55	cosmeticos
- REF.: (79952) - KIT CONTENDO: 3 MINIATURAS AGUA DE COLONIA - VERSACE - VERSACE CRYSTAL NOIR EAU DE TOILETT	cosmeticos
Esmalte F. Cremoso 9 Ml Stylist Ana Hickmann UN	cosmeticos
IONIXX ROPS SHAMPOO 250ML	cosmeticos
LARANJA FOGO	cosmeticos
SABONETE ANTISEPTGEL REFIL 800ML	cosmeticos
ESMALTE CHOCOLATE MOOSE 15 ML	cosmeticos
REGENERATE SERUM 32ML	cosmeticos
ACNEW - CREME DE LIMPEZA FACIAL ( 5 EM 1 ) 55 g	cosmeticos
CLOSE UP ESC VERT EXP	cosmeticos
SH BARBIE CAMOMILA 500ML	cosmeticos
DS DOVE 169ML AERO PURE(E)	cosmeticos
DES.BIO ROL.F.SENSITIVE 50ML	cosmeticos
SH ELSEVE OLEO EXTRAORD NUTRICAO 1X400ML RH1325600	cosmeticos
TOPZ SAB. LIQ.INTIMO TEEN L2P1 (12x2) CX C/24 (47070)	cosmeticos
AGUA AROMATICA CAPIM LIMAO 230ML	cosmeticos
00384 - BM12FLBAGSET - KIT LAVANDA & CASSIS	cosmeticos
RV DELINEADOR LABIAL CLST RED TEST	cosmeticos
Tinta Nutrisse Garnier 100 Sol Loreal UN	cosmeticos
ABS SYM C/ABAS TRANSPARENTE 12X8UN(CX5)	cosmeticos
CREME SEBO DE CARNEIRO MENTOLADO	cosmeticos
Lixa Refil P Pedicuro 10un Taiff UN	cosmeticos
YENZAH - AMO - OLEO DE MACADAMIA 60ml	cosmeticos
FINAL.DEFR. LISS BRUSH 1000ML	cosmeticos
NLY NG CR PENTEA 280G CONTRO QUEDA	cosmeticos
Esmalte 012 Alta Moda Alta Moda CX	cosmeticos
- REF.: (50006401000) - AGUA DE COLONIA 100ML - JOOP JUMP - JOOP JUMP EAU DE TOILETTE NATURAL SPRAY	cosmeticos
Disco Limpeza Facial CRemov.Maquiagem Ref. 3714 Prada UN	cosmeticos
PH SMITH CR CURL LOCKS	cosmeticos
SAB.LIQ.DOVE BABY HID.ENR.200M	cosmeticos
CRD SENSODYNE EXTRA FRESH 90G	cosmeticos
REFIL SABONETE HIDRADERM PESSEGO 500 ML	cosmeticos
700300 - TESTER - LOCAO HIDRAT MANDARIN E GRAPEFRUIT-500ML	cosmeticos
JADORE FEM 100ML EDP	cosmeticos
PAPEL HIG 60M BIANCO PERF L12 P11 (8X12ROLOS)	cosmeticos
SAB PALMOLIVE NUTRI MILK HIDRATANTE 250ML	cosmeticos
PROT.SUND.KIDS COPA FP60 120ML	cosmeticos
SH DOVE 400ML CONTROLE DE QUEDA	cosmeticos
TINT AMEND MAGNIFIC CR 12 L C NAT 50 GR	cosmeticos
Sist 3 Cleanser Shampoo Nioxin 1000ml	cosmeticos
SKC PHYS FUSION FPS50	cosmeticos
CREME MULTI INTENSIVE HAUTE EXIGENCE JOURCL	cosmeticos
TIARA COM LACO GORGURAO COM PEDRARIA AU_04:533177271	cosmeticos
0462250 ST PROTETOR DE PESCOCO	cosmeticos
ESM RISQUE NAT GLOSS POP ROSE	cosmeticos
PORTA RETRATO 17.5 X 22.5 CM	cosmeticos
CHT MEN DEODORANT NS 150 ML 09	cosmeticos
Tinta Maxton Ind.60 g 8.1 Louro Sueco Embelleze UN	cosmeticos
COPPERT LOC TATT FPS50	cosmeticos
Ref1: 71216 - DAVINES NAT TECH REPLUMPING SUPERACTIVE 1000ML	cosmeticos
KIT 3 SABONETES MAISON BLANC 7898566350409	cosmeticos
NAIL FOIL VENEER	cosmeticos
CONJUNTO DE PINCEIS PRETOS COM ESTOJO CETIM:T	cosmeticos
Esmalte Cremoso 7,5 Ml 627 Espelho Impala CX	cosmeticos
3917827 ST LIXA PEDICURE LUXO	cosmeticos
COND PANT 200ML LISO EXTREMO	cosmeticos
SEDA CO KERAFORCE QUIMICA 12X350ML	cosmeticos
ATTRACTIVE DES COL FEM 90ML AC Padrao	cosmeticos
Esmalte High Glitter 7,5 Ml Maria Impala UN	cosmeticos
GUARDANAPO DE PAPEL DECORADO 33X33CM MY333082 LIMAO	cosmeticos
COLOR ESM AYA SOF 6X8	cosmeticos
PACHA QUEEN SEXY EDT 80ML VAP	cosmeticos
AGUA PARA LIMPEZA SUAVE NUK CUIDADOS 250ML | Lotes: 030103| GTIN: 3245427540129	cosmeticos
MOLDES HENAFIX P/ SOMBRANCELH VOL 1 12X1	cosmeticos
1189298 ST ADESIVOS PRETO E BRAN	cosmeticos
AIRMAT 04 TESTER	cosmeticos
4734297 ST EST SOMBRA E BLUSH	cosmeticos
PROV.SOMBRA DUO VULT 16/CR/	cosmeticos
SHAMPOO GUARANA ROTA NATUREZA YABAE 500M	cosmeticos
PROV. LAPISEIRA OLHOS- PRATA 04	cosmeticos
SENSKIN FPS 30 - 130 ML -L.201307018	cosmeticos
ESC VERTIX CARBON PRO 33	cosmeticos
J J BABY SAB BRINC 80G	cosmeticos
TINTURA DESIGNER COLOR 7.44 90G	cosmeticos
3151476 ST SHAMPOO OX MEN USO D	cosmeticos
